hkrate	review
1	재밌게 봤어요  조금더 꽁냥한 결혼 후 이야기가 없어서 아쉬워요
1	이북으로 다 읽은 지금..종이책으로 소장하러 갑니다. 그만큼 두고 두고 재탕하고 싶은 작품이에요.. 오랜만에 설레임을 제대로 느껴보는것 같아요~♡ 도준이는 최애남주인걸로~^^
1	너무 좋네요 작가님...ㅠㅠ
1	여럿이 보고 좋은 평가를 받은 작품은 실패확률이 적은 듯 합니다. 요샌 미리보기의 감보다는 별점을 보게 되네요.
1	남자가 다~짐승이 아닐 수 있다는 이야기 좋았습니다! '소나기'의 성인버젼이 아닐까 했어요! 누가 로맨스 소설을 B급이라고 한다면 반대를 하겠습니다.눈도 없는 겨울을 보내는 저에게 캐럴이 생각나게 해줬습니다.  사랑은 모두 1인칭이여야 합니다! 사랑이야기도 '나'에게 와닿는 이야기만 감동이 있죠. 1여성1연하를 지급하는 세상이 되길!
-1	처음만 괜찮고 갈수록 내용이 산으로 갑니다 남주가 왜 여주에게 빠지는지 모르겠고 고르고 골라 구매했는데  아쉽습니다
1	리뷰 글들처럼 누가 얘기 하는건지 잠깐 헷갈릴때 있는데 도준의 에필부분 절절하니 너무 와 닿고요 연하남의 성서인듯합니다. 이런 연하남 옳습니다~~!!!
-1	잔잔물 좋아해서 샀는데 문체가 저와 안 맞는 건지 글이 잘 안 읽히네요. 누구 대사인지 헷갈리는 부분도 많아서 좀 아쉽습니다.
1	외사랑은.. 디스크.. 완전 와닿네요
1	우연이 세번이면 운명이라고 한다. 골목에서 취한 도경을 마주쳤을 때 한번, 제일 좋아하는 소설 ‘폐기’의 저자가 도경이라는 것을 알았을 때 한번, 찍고 있던 영화의 촬영지에서 만난 슈퍼주인이 도경의 어머니라는 것을, 그곳이 도경이 자란 곳이라는 것을 알았을 때 한번. 도준에게는 도경이 운명이라고 이야기 하는 것만 같았다.  읽는 내내 작가님의 서정적이면서 잔잔한 문체가 마음을 두드리는 기분이었다.  도경이 답답하다는 사람들도 많았지만, 이별과 만남을 여러번 반복한 오랜 연인이 있고 자존감이 많이 떨어진 상태라는 게 읽을 수록 느껴져서 그런지 나는 많이 공감이 됐다. 도준을 만나고 묵은 감정을 털어내고 단단해져가는 게 멋있었다.  도준 역시 다른것에 휘둘리지 않고 도경에게 직진하는 모습이 매력적이었다. 직진순정남주의 정석같은 캐릭터였다.  모든 인물들이 너무나 입체적이어서 어디선가 살아가고 있을 것만 같다. 최근에 읽은 소설 중 가장 마음을 울리는 소설이었다.
1	남주가 매력 쩔어요~ 연하남 직진남 다정남 요리도 잘해~ 잘생겨~~다가졌음~~멋있고 부럽다
1	읽고 심장떨려서 잠을 잘수가있어야죠 ㅠ
1	이상형: 도준 (영 앤 리치 핸섬 조신)
1	요즘 리뷰이벤트 땜에 망한 작품이 많아서 망설였는데 미리보기 안한걸 후회했네요 준~~ 말이 필요없는 백점만점 남주입니다 추천요^^
1	여주가 답답해서 중후반부터 느리게 읽히는데 그래도 그걸 감수할만큼 남주랑 문체가 좋았어요...ㅜ 외전까지 읽었는데 걍 5점 안줄 수가 없네요
1	진짜 대사 대사 하나 하나 치는 게 살아있어서 좋았어요. 웃고 울고  단 하나 누가 하는 대사 인지 계산하면서 봐야 해요. ㅠㅠ
1	재밌어요. 음..재밌어요. 그냥  재밌어요.
1	이게 나라다.... This is Nara
1	대작대작대작x10000 진짜 좋았어요 도준 아 진짜ㅠㅠ 달달하고 현실적인데 판타지야 아주그냥ㅋㅋㅋ
1	남주가 너무 좋아요 서설인데 도경이가 너무 부럽네요 ㅎㅎ
1	이 책이 계속 눈에 띄고 찾아보니 평이 좋아서 읽어봤습니다  정말 남주는 너무너무너무 괜찮고, 여주는 답답하지만 심정이 이해가 되고, 전남친은 말도 안통하고 화만 나게 하는 쓰레기!!  웃다 울다 화도 냈다가 찡도 했다가 하면서 봤어요 남주 너무 매력적이예요 계속 생각나요 ㅎㅎ  외전 더 있었으면 좋겠어요 뭔가 너무너무 아쉬워요  —————————————————-  외전 기다렸는데 너무너무 실망입니다 뭔 생각이 이렇게 많은지 글로 다 풀어놓으니  뭔소린가 싶은 것도 있고, 읽다가 화가 날  지경이네요.  이런 외전을 기다린게 아닌데...  오히려 겨울 문방구에 나오는 도경과 준의 모습이  더 외전 같고 좋으네요. 본편의 점수를 깎은 외전이네요 그래도 준은 여전히 멋지고 사랑스럽네요
1	왜도준도준 도배우 도배우 하는지 알았다는~말빨 디게 좋아요ㅋㅋ진짜 너무좋아~
1	아.. 제대로 취향저격당했네요. 도준이어쩔. 여주땜에 고구마먹었지만 도준이가 옆에서 등두드려주니 그나마 다행이였네요. 남주땜에 나중에 재탕해야겠어요.
1	너무좋은소설이였어요
1	페이지 줄어드는게 아까운거 오랜만에 느껴보네요.  다만, 대사가 누구껀지 헷갈렸단 후기 많던데, 진짜 그래요. 대사 끝에서 부터 남자, 여자, 남자, 여자 이럼서 순서 되짚어보기도 했어요. 이 부분은 꼭 개선됐음 좋겠어요.
1	도준이가 너무 좋아 죽을 것 같아요. 무영 수퍼를 배경으로 사랑에 상처받고 도망친 도경이랑 외사랑에 끝에 간신히 찾아온 기회에 모든 것을 걸어보는 준이의 이야기. 처음에 준이가 왜 이렇게 들이대나 이상했는데, 준이 시점의 외전을 읽고 눈물이 나더라구요. (사실 첫 만남을 먼저 보고 시작하는 편이 좋을 것 같아요. 모든게 완벽한 준이가 자존심 버리고 달려드는게 좀 납득하기 어렵더라구요..) 티키타카하는 둘의 대화도 귀엽고 남은 페이지가 줄어드는게 아깝다고 생각할 정도로 행복하게 봤습니다. 외전이 더 있었으면 좋겠어요 ㅠㅠㅠ
1	넘 잼있어요~^^ 말들이 다 맘에 들어요~ 주인공들도요^^
1	진짜 오랜만에 미치게 설렘.. 작가님 사는 동안 많이 버십쇼ㅠㅠ
1	수작이네요. 글 잘쓰시는듯
1	가슴설레이며 봤습니다.~
1	너무 좋네요. 2020년 최고의 작품입니다! 외전이 더 필요해요 ㅠㅠ
1	제 풰이보릿 연하남 리스트에 추가합니다ㅠㅠㅠ 요즘 지른 소설 중에 가장 돈 안까운 소설이에여 ㅠ
1	도개비의 여름이 끝나면..소설과 비슷한 느낌이었지만 작가님 필력도 넘 좋았고 캐릭터나 배경설정도 넘 여운있게 쓰셨어요!!자꾸자꾸 도준의글이 생각나요 ㅎㅎ종이책도 소장하고플 정돕니다!!
1	잔잔하니... 연하남이 만나고싶은 밤이네요.. 물론 그냥연하말고.. 요즘같은 연하말입니다..
1	직진연하남 보고싶으면 꼭 읽으세요 재밌어요ㅋㅋ
1	연애하고  싶다  왜이렇게  달달한지  ㅋ
1	글솜씨가 좋아요 ㅋ 도준이 설레여~
1	너무 좋았습니다. 작가님의 다른 작품도 찾아서 봐야겠어요. 여운이 오래 남는 책인거 같아요.
1	정말 재밌어요. ㅋㅋ
1	ㅎㅎ 연하남 직진남 말해 뭐해..? 정말 읽으면서 아까워서 아껴 읽었슺니다^^  이 책 구매를 늦추시는 것은,, 도준을 더 늦게 알아 간 것을 후회하게 될 것 입니다^^ 무영슈퍼 어디에 있는 지.. 얼음물 사면 도준 있는지? 얼음물 말고 다른 걸 살 수 잇는 지,, 금성무 닮은 도준 있는지,,
1	도준 너란남자~ 참~ 그냥 감탄사밖에 뱉을게 없네요~ 여주는 대체 전생에 온세상을 구한 사람쯤 되나요?? 부러워서 질투날 지경이네ㅎ~ 예전에 구매해두고 이제야 읽은게 후회되네요~ 남주가 여섯살 연하인데 나이차가 느껴지지 않을만큼 남주가 박력있고 온리 직진이라 설레네요~ '여름이 끝나면~' 의 종하 이후로 여름 배경의 완벽 연하남주의 탄생이네요~ 톱스타라는게 믿기지 않을만큼 소탈하고 세심하고 자상하고 절륜하고 혼자 멋진거 다한 우리 준이 너무 사랑합니다~ 남주가 여주를 왜 그렇게 절절히 짝사랑하는지.. 첨엔 이해가 안되었는데 외전까지 읽으면서 수긍이 되더라구요~ 소설속 장면 장면이 눈앞에 상상되고 대화에서 지금 누가 대사친건지 유추하면서 읽어내려가는게 더 오래 여운을 주는 것 같아요~ 참 한가지 더! 더티토크 1도 없어도 두 사람의 불붙은 감정을, 서서히 무르익는 애틋한 애정을, 여주 가족과 전남친 몰래하는 스릴감도 충분히 느낄 수 있을만큼 씬도 많고 좋았어요~
1	리뷰 거의 안 쓰는데..너무 좋아서 남깁니다. 개취지만 문체가 너무 좋았어요~시간날때 다시 읽어보고 싶어요~그리고 작가님 책 다 읽어보려구요~
1	여주가 답답하다고 느껴질 수도 있지만 그런 성격이 자라온 환경과 성격을 담고 있는 것 같아요 잔잔하고 평화롭지만 지루하지 않은 글입니다 이제 여름하면 무영슈퍼와 도준 도경이가 생각날 것 같아요 쌍방으로 달달한 장면을 많이 보고 싶었는데 그게 조금 아쉬워서 4점입니다 그래도 잘 읽었어요
1	남주 말빨 쎄고, 남주여주의 티키타카가 너무 재밌었어요 ㅋㅋㅋㅋ 앞으로 여름하면 생각날 것 같아요
1	한장한장 아껴읽었어요
1	장르 변경해주세여 판타지로 현실에 도준 같은 남자 없는게 한이네요
1	남주 캐릭이 넘 좋아요 자가님의 다른 책 보고싶내요
1	처음엔 읽기 좀 힘들었는데 남주가 너무너무 멋있고 좋아요
1	남주가 좋아서 별 다섯개 남겨요!  문체는 적응이 너무 어려웠어요. 누구 대사인지 모르겠어서 자꾸 앞으로 돌아가서 다시 읽어야 해서요. 지문 안에 대사가 섞여있는 것도 어려웠고요. 그럼에도 시골배경의 잔잔한 서사를 좋아해서 재미있었어요.
1	작풍이 쉽고도 어렵고 복잡하고도 편하네요 재미있었어요 문체에 익숙해지기까지 시간이 걸렸지만 오와 담의 이야기가 궁금해질 정도로 즐겁게 봤습니다
1	재미있게 잘 봤습니다.
0	나쁘진 않은데 잘 안읽혀요 구남친 얘기도 넘 많고 후반에는 사선 읽기로 봤어요.
1	가슴떨리는 느낌 오랜만이네요~~^^
1	좋네요~~여름의캐롤! 올여름에도기억날거같아요~~^^
1	너무 너무 너무!!! 좋았어요. 도준아... 앓다 쥭으께 ㅠㅠ
0	잔잔해요 잔잔물 별로라ㅋ
1	너무 재밌게 잘 읽었어요~외전 읽는데 너무 마음이 아릿아릿해졌다는. ㅋㅋㅋㅋㅋ
1	문체가 시나리오 쓰는 도경이처럼 서정적이어서 영화보는것같았어요 이제 외전주세요
-1	별점 믿고..결제했다가.. 여주 답답한 모습에 가슴이 너무 답답해지고 남자 둘 사이에서 끼여 답답하게 구는 여자는 2000년대 초반에나 인기가 있었던거 아닌가...
1	도준아~~~~~ㅠㅠㅠㅠㅜ 넘 귀엽고 섹쉬하잔오 ㅠㅜㅜ 오윤이도 보러 가야겟어요 ㅍㅍㅍ
1	여주 캐릭터가 많이 아쉬워요 특히 삼자대면할때는 고구마 백개는 먹는 기분이었어요 너무 남주몰빵이네요 뭐랄까 상황을 만들려다보니 남주만 부각되고 다른 캐릭터는 붕괴되는 느낌이예요 그래도 도준이 너무 매력적이라 계속 재탕하게 되요 정말 와닿는 작품아니면 재탕 안하는데 벌써 여러번 읽었어요 도준 분위기가 매력적이예요
1	하아~ 좋네요. 초반에서 중반까지는 두근두근거리고 마지막 마무리는 남주의 입담이 다했네요! 작가님 다른 작품들도 읽어봐야겠어요~
1	준이에 비해 도경의 매력이 많이 모지라서.. 남주가 아까워 돌아버릴것만 같아서.. 별하나 뺐어요.
1	진짜 너무너무 좋아요...준아....
1	정말 오랜만에 좋은작품만났네요 한장한장 넘어가는게 아깝다는 생각까지 들었어요ㅠㅜ 글 하나하나가 귀에 들리는거같고 어느부분도 걸리지않고 쭉 읽혔어요 구매버튼 누른 제 손가락에 칭찬해주고싶어요ㅋㅋㅋㅋㅋ 작가님 작품써주셔서 정말 감사합니다
1	와.... 준아~~~~!!! 너 뭔데 일케 사람 맘 막 헤집니...  준아~~~~~~!!!
1	잔잔해요 재밌어요 진짜로 종하생각 나네요^^ 한글자 한글자 완전 꼼꼼하게 읽었어요 섬세한 감정선을 읽는것도 있었지만 다른분 말씀처럼 여주가 한 말인지 남주가 한 말인지 긴가민가 할 때가 많아서ㅠ 앞으로 돌아가서 다시 또 읽고 했네요 그래서인지 더 기억에 남는거일수도,,ㅎ 외전 주세요 도준 최고양
1	서로를 배려하는 마음과 애듯한 설레임으로 읽는내내 행복했어요~
1	진짜..준이 같은 남자면 이거 판타지물이잖아요...하...내 새벽을 불태워버렸다..
1	리뷰는 처음 남기는데 오랜만에 소설보고 설렜어요  작가님 필력이 상당하신거같아요ㅎㅎ 대사 하나하나가 매력적이에요 재탕하려구요!
1	매력적인 직진 연하남 원하시면 이 소설 추천이요
1	감정묘사가 실제 현실에서 이 감정들을 경험해본 사람처럼 느껴졌어요ㅠㅠㅠ 연예인물은 별로 와닿지 않았었는데 상황이랑 묘사가 잘 어울려서 내가 다 사랑에 빠진듯 했고 장면이 영화처럼 그려져서 꼭 재탕하려고요 연하남 같지 않은 연하남으로는 도준이가 이제 저한테 베스트ㅠㅠㅠ + 여주 평범녀 아니고 이쁘다고 나옵니다
1	존잼.. 마지막 준이시점에서 다시보는 만남들두ㅜ
1	읽는 내내 간질간질해요..ㅠㅠ 끝나가는게 아쉬운 소설이었어요.. 여주가 약간 답답할뻔 했지만 남주 직진때문에 그것 마저도 너무 좋았어요.  오랜만에 너무 흡입력 있는 소설 읽었습니다!
1	직진 연하남 준이 멋지네요.
1	준아!!!!!!!!!너!!!!!!!!!!ㅎ ㅏ.......
1	간만에 읽는내내 좋았어요~~^^
1	여주가 답답하긴 했지만 재미있었어요 대사도 찰지고 좋았네요
1	올해 리디북스에서 상주는거 위에 순위 있는거 대부분 읽었는데 이게 더 재밌음 ㅇㅇ
1	현실성 없어서 넘모넘모 슬퍼요. 왜 내생엔 이런 남쟈 없죠? 왜죠. 이런 맛에 소설 읽네요. 진짜. 책값이 이보다 열배는 비쌌어도 하나도 안아까웠을 같아요. 왜냐! 백번 천번 읽고 백번 천번 행복할거거든요. 작가님 감사해요! 복받으세요. 좌종화우도준 렛츠고!
1	남주 직진 너무 좋았는데 여주는 중간에 너무 밀어내기만해서 저는 진짜 짜증났어요 속도타고.  알콩달콩 연애와 결혼후 얘기가 없어서 아쉬웠어요
1	현실성은 없지만.. 또 그맛에 로설 찾아 읽는거겠죠ㅋ 같이 간질간질 설렛고, 짜릿하고, 애절했네요. 뒷부분에 외전으로 남주시점이 나와서 좋았습니다. 마지막으로 엄마의 인생을 담은 영화내용이 궁금했는데..케스팅 얘기까지만 나오고 별내용이없어서 아쉬웠어요.
1	심장이 내려앉을 정도로 달달한 로맨스
1	주인공들의 핑퐁대화가 넘나 재미집니다.6살이나 어린 연하남인데 요렇게 옹골찬 녀석들이 현실에 있나요?남주가 비현실적이지만 그맛에 설레며 읽었네요 새벽까지...재미있었어요~
1	정말 리뷰를 안쓸 수가 없었어요.. 잔잔하게 오는 감동이 책장을 넘기는 순간순간이 너무 아까웠구요... 저런 연하남이 있을까 하는 또 괜한 기대를 하게 만드는 소설이였네요. ㅠㅠ 지친 한달이 이번 여름의 캐럴 소설 덕분에 다시 활기차게 시작할 수 있을 것 같습니다!
1	홀린듯이 읽을 정도로 스토리 탄탄하구요. 씬도 좋아요. 그러나. 이미 많은 분들이 지적하신대로 누구 대사인지 헤깔리는 부분들이 있었어요. 다시 읽고 다시 읽고 하다보니 흐름이 끊기더라구요. 그 점만 보완되면 더 좋은 작품이 될 것 같네요.
0	좋았어요. 다만..염오감, 표표했다, 노결...이런 몰입하다 흐름 딱 끊기기게하는 잘쓰지않는 표현들땜에 별 두개 마이너스
1	여주 남주 스토리 짜임도 좋고 전체적인 분위기도 생생하고 무엇보다 여주엄마 사연 풀어나갈 때 몰입돼서 저도 따라서 엉엉 울었어요ㅠㅠ 다만 남주가 너무 이세상 사람이 아니라 두근두근하지가 않았네요,, 씬에서랑 마지막에 누나누나 할때만 심쿵
1	외전.... 외전 읽고나면 여름이에요.
0	초반 중반 누가 말하는지 헷갈려서 집중안되고 특히 여주가 정이안감
-1	가독성이 떨어지고 중반 이후로 쭉 늘어져요. 그리고 읽으면서 도개비 작가님의 ‘여름이끝나면불청객은떠난다’가 심히 생각났어요. 이야기 플롯, 배경, 캐릭터설정, 갈등구조도 그렇지만 도개비 작가님의 특징적인 문체마저 묘하게 닮아있는 느낌. 예의상으로라도 잘봤다고 말하긴 힘들 것 같네요.
1	남주가 최고네요. 여주는 너무 답답하고 쉽게 흔들려서 마음에 들지 않았어요. 뒷부분, 도준의 생각을 적은 외전이 있어 정말 좋았습니다. 결혼후 행복하게 사는 주인공둘의 모습과 엄마의 이야기로 영화가 대박나서 행복해하는 엄마와 주인공들 모습도 보고싶어요.
1	4.5정도 재밋어요. 탄탄하고 스토리 있는 현대물이에요. 남주는 완벽하고 여주는 옛사랑에 좀 질척이고 남조는 세상 꽉 막힌 쓰래기네요. 개인적으로 취향은 조금 아니긴해요. (고구마 별로,소소하게 설명 많은거 별로,)
1	대사들이 너무 맘에 드네요. 그리고 새로운 남자주인공의 면모가 보여서 좋았습니다. 남자주인공의 속내를 보여주는 부분이 있어서 흡족합니다.  작가님, 오윤과 도담의 사랑 이야기도 나오나요? 계획하고 계신다면 반드시 사 보겠습니다!
1	4.5 딴말필요없고 잘씀
1	이런게 소설이죠. 그냥 무작정 야한 이야기 말고 진짜 스토리가 있는 소설이요. 너무 재밌게 읽었어요!
1	도준 미쳤나봐요 이런 남자주인공 처음 봐요 너무 좋아요 연하남 순정남 환장하시는 분들 꼭 봐주세요... 스토리도 잔잔하고 좋아요ㅜㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1	왜 별은 다섯개뿐거죠...... 소처럼 다작길만 걸어주세요!!!
1	너무 재밌었어요 끝으로 갈수록 끝나는게 아쉬워서 자꾸 아껴읽게 되더라구요 여주인공인 미치도록 부러운 소설이네요 ㅠㅠ 나도 이런 사랑 받아봤으면..  작가님 위트넘치는 표현들 주옥같은 대사들.. 전 너무 좋았습니다.
-1	아 별점 낮은 리뷰를 읽어볼것을.. 누구말인지 몰라 다시 여러번 봐야 되는거 레알 진리이고 여주 매력 없을뿐만 아니라 혐오감 들 정도임. 다른 “여름” 히트작의 분위기가 살짝 오버랩 되는 문체도 살짝 거슬렸습니다. 중간에 덮습니다.
1	연하남 키워드는 거의다 빼고 보는 편인데 연하남스러운 느낌이 없어서 좋았어요. 중간에  고구마 같은 부분은 있었지만 감정 흐름은 좋았어요. 대신 남주가 여주에게 금사빠였던 부분이 좀 개연성이 떨어지는 느낌이었네요.
1	아껴두다 읽었는데 너무 좋네요ㅠ 드나드는 낯선 사람 없는 한적한 시골에서 여름한철동안의 사랑이라는게 굉장히 낭만적인거 같아요. 한낮의 더위와 늦도록 깨어있어도 좋은 여름밤의 정취가 생생하게 느껴졌어요. &lt;여름이..&gt; 언급하신 리뷰 그대로 여름+시골 소재물은 다들 최고인듯♡♡♡
1	앜 왜 이걸 이제 읽었을까요 너무너무 재밌어요 도준이 같은 판타지속 남주는 현생엔 없겠죠 애들도 팽개치고 순식간에 속독했어요 엄마 왜웃어? 하는데.... 준이때문에~~~~~도준이 때문에 웃는다~~ 꼭 보세요요 종하만큼 아니 그 이상이 될만큼  역대 남주같아요 우리도준이♡
1	페이지 넘기는게 아쉬울정도...ㅠ0ㅠ 종하같은 아묻따 사랑할 수 있는 연하남이 또 있었구나 싶네요... 다읽고 바로 재탕고고 했는데도 계속 생각나요!!
1	넘 재미있어요~~~ 따뜻하고 한편의 영화본 느낌이네요~  결혼생활도 궁금합니다~~
1	페이지 줄어드는 게 아쉬워 끝까지 못읽는 중 ㅠㅠ
1	글이 시원시원  잘 읽혀요^^
1	오랫만에 넘 재밌었어요!! 추천
1	어머어머 어떻게!! 나 이거 너무 좋아!!!  처음에 낮은 리뷰처럼 대사가 누가 누군지 다시 봐야할때가 몇번 있어서 이걸 봐야하나 말아야하나 했는데 점수 높이준 리뷰쓴분이 저와 같이 생각했지만 꼭 읽어야한다길래 질렀습니다 그런데  대박 !! 안읽었으면 어쩔뻔!!! 정말 스토리 좋아요!! 연하남 월래 안좋아하는 코드인데 이런 연하남 사랑할꺼야!!! 배경도 눈으로 그러져서 무영이라는곳 찾아가고 싶을 정도로 정말 필력이 좋으셔요!!  재탕 여러반 할각~ 작가님 건필하세요!!!
-1	별내용도 없는 말장난의 끝판왕이네요 로설은 개취라지만 정말 재미없어서 덮습니다
1	이 작품은 진심 미쳤습니다...  초반엔 도개비님 여름이 끝나면 불청객은 떠난다 그거랑 비슷한것 같은데.. 하고 갸웃댔는데, 다릅니다.  여주가 연상, 남주가 나이 차이 좀 나는 연하란거, 배경이 시골인거 빼곤 모두 달랐어요. 불청객은 좀 습함이 느껴지는 여름이라면, 이 작품은 뭔가 리틀 포레스트의 여름 배경에 연애물을 많이 끼얹은 느낌?  도준이 같은 남자...는... 현실엔 없죠... ㄴㅖ..  그러므로 판타지 소설이 되는 것이죠...ㅜㅜㅠ  책이 끝나가는게 싫어서 3분의 1가량이 남았을 무렵부턴 천천히 곱씹으면서 읽었어요.   참 글 잘 쓰시는 작가님이세요. 표현력도 좋으시고... 이런 분위기의 소설 또 읽고 싶으니 앞으로도 다작해주시길 부탁드립니다. 작가님 가시는 걸음걸음마다 돈길이시길 소망합니다.    + 꺄아아아아앍 외전이 나왔어!!!!!! 풍악을 울려라
1	아 좋네요. 무영의 여름을 꿈꾸게하는 마법같은 로설이네요. 도준이는 사랑입니다♡♡
1	초반 헷갈리는 대사처리.. 낯선 어휘몇개..  툭툭 끊기거나 뱅뱅 돌려서 서술하는 표현등등..  1/7  읽다가 덮을으려고 했는데...  그래도 참고 견디니 씬이 나오네요. 그리고 그 후 진짜 푹 빠져서 봤습니다.  남주가 200퍼 매력발산한 소설이고요.  여주는 남주의 시점을 통해서야 매력있다고 느껴지더군요.  여주시점에서는 전남친 때문에 좀 짜증유발하는 스타일...  중반부가 너무 재밌었고요!  후반 외전은 달달한 남주의 짝사랑기가 참 좋았습니다.  초반에 막히시더라도 끝은 꼭 보시기를~~~!!!
1	와. 작가님 글에다 무슨 짓을 하신거죠... 로맨스소설답게 두주인공이 사랑에 빠지는 과정, 감정선과 심리묘사가 참 좋구요. 시골풍경과 등장인물의 생생한 표현도 좋구요. 독자들 마음을 저릿하게 하는 섬세한 필력도 더할나위가 없네요. 페이지 줄어드는게 너무 아쉬워서 한참을 붙들고 놓질 못했어요.
1	도준 미친..연하남계 최고봉상 드립니다..
-1	여주 제발 자존감좀..... 가독성이니 뭐니 해도 저한텐 여주가 젤 치명적이었어요 짜증낰ㅋㅋㅋㅋ
1	두사람 지지고 볶으면서 사는 외전 주세요~~
1	ㅠㅠ 너무 재밌어요ㅠㅠㅠㅠ 작가님 감사해요ㅠㅠ
1	작가님 왠일이에여~~~~진짜~~아너무좋아여♡ 전작들보다 완성도가 많이 높아져서 이건뭐 하...종이책사러갑니다
1	대~~~박! 연예인 나오는거 싫어하는데 왠일.. 이거 보느라 이틀밤을 설쳤다는ㅜㅜ 뭐 좀 더 주시면 안되나요?? 사랑할 수 밖에 없는 준의 결혼생활이 궁금해요~~~
0	처음부터 끝까지 유치하지 않고 재밌었어요. 보통은 댓글 귀찮아서 안 남기는데  이 책은 안 남길 수가 없네요.  유치하지 않고 너무 무겁지도 그렇다고 가볍지도 않는 밸런스가 완벽한 소설 이었습니다. 아쉬운건 하나 , 뒷 얘기를 좀더 보고 싶다는 거 정도 .
1	와~~ 무지 재밌게 봤어요.! 작가님, 글 정말 재밌게 쓰시는데요!!! 보기드문 지극한 사랑이네요~ 환타지이지만 무척이나 설득력 있는 스토리입니다. 그냥 엄지 척!!!!
1	너무 재밌네요 남녀 두 주인공 모두 매력있고 둘의 대화도 찰지고요~~ 그 뒤의 이야기도 너무 궁금해요 외전있었으면 좋겠어요
1	아 밤새 봤어요  울다가 웃다가 설레다가 미쳐버리겠네
1	도준이 멋지네요 김준일과 함께 최애하는 남주네요~~~
1	도준이의 누나소리 저도 듣고싶네요ㅠㅠ
1	와우 유치한 로셜같지 않아서 좋았음 필력좋으십니다 단점하나는 다른리뷰와 마찬가지로 누가말하는지 생각하게돼요 평점높은데는 이유가 있네요
1	그냥 흔한 19금은 아니예요 나름 감정이 절절하고 전 이런 문장 이런 대사 많이 좋아하는 편이라서 ㅎㅎㅎ 도쥰... 머싯어
0	실제로 한번 보고 싶어 도준....
1	아~쥔쫘~~ 이걸 왜 이제야 본겨~ 도준~마~확마~ㅎㅎ 이제까지 본 연하남 중 단연 최고로구나~ㅋㅋ 하~즐거웠다. 도경이보다 나란뇨자가 더 설레였고나. ㅠㅠ 오서방 도담 이야기도 살짝 궁굼하네.... (작가님 대사들의 티키타카 최고입니다.)
0	20% 정도 가까스로 읽다가 더이상 못 읽겠어서 포기합니다. 유치해요. 캐릭터들도, 플롯도... 초등학생에서 중학생 수준.
1	그냥 남주가  다했네 다했어   멋있떠~~^^  근데 진짜 대사 넘 헷갈려서 별하나 빼요
1	아 너무 재밌어요 진짜
1	와....저 리뷰진짜 잘 안남겨요 잘 읽었든 못읽었든 안남기는데요 이건 끝판왕이네요 왜 지금 읽었을까 정말 최고에요 ㅠㅠ 남주 증말 ㅠㅠ
1	시원시원하네여. 너무 현실적이지는 않지만
1	아 완전 설레여서 잠도 못자고 쭉 봤어요
1	최고예요~~~~~도준. 너무 멋져요~~~
1	너무 재미있게 잘 봤습니다
1	이 작가님을 왜 이제야 알았지? 보물같아. 한장한장이....
1	준이의매력에빠져드네요 잘읽었습니다^^
1	첫사랑 기억 조작하는 작품이에요 책을 읽으며 마치 내 과거 여름에 그런 첫사랑을 한 기분이 났어요 몽글몽글 리틀포레스트 느낌도 나서 좋았어요 여주의 답답한 부분도 있었으나  그래서 남주가 더 애타하는걸 볼 수 있었다고 생각해요 재밌게 읽었습니다!
1	남주의 첫 대사에서 모든게 끝났다.
-1	글은 잘 쓰시는데 여주캐릭이 진짜 드럽게 재수없네요. 덮고싶은거 억지로 참고 보고있는데 끝까지 볼수있으려나..
1	도준을 상상하며 봤어요
1	와.....외전에 숨이 막히네요. 너무 좋았어요. 도준이가 연하라는게 믿기지 않네요. 어른로맨스네요♡  e북 다 읽고 페이퍼북 다시 구매했어요. 작가님 감사합니다.
1	작가님이 진짜 시나리오를 쓰시던 분인가?  주고 받는 대화가 재밌어요..^^ 준이 귀염돋아요..
1	연하남은 종하만 있는게 아니구나
1	읽기에 친절한책은아니지만 이런 직진 순정남 좋아요~
-1	책 자체는 재미있는데 누가 뭔 얘길 했는지 구분이 안가서 다시 맞춰읽는 부분이 많아요. 그리고 여주 진짜 너어무 답답하고 이기적이어서 싫을정도. 떠보는 말투 쓰는 사람 싫어하는데 여주가 딱 그래요.. 또 제가 이 여주처럼 절절한 사랑은 안해봐서 정리하겠답시고 내려와놓고는 그새 또 흔들리는 미련한 성격은 도저히 이해가 안되더라고요ㅠ 첫사랑이랑 그난리를 치는데도 헤어지고 또만나고 그걸 수없이 반복했다는게 지 팔자 지가 꼰 것 같아서 불쌍하지도 않더란..그리고 도준에 대한 예의가 없어요. 보통 남자같았으면 이 여잔 나 안보는구나 하고 포기했을텐데 진짜 대단합니다 도배우..
1	오아우 부럽다 이것들아ㅠㅜㅜ
1	여주가 바로 준에게 가지않아서 준이 특별한 캐릭터가 되지않았나 싶어요 좋았어요
1	여주가 답답 하네요ㅠㅠ  잘 읽었습니다 외전 써주세요
1	작가님 사랑합니다. 평생 글 써 주세요
1	저의 최애 남주가 여기서나왔네요!이건진짜  도준이로 시작해서 도준이로끝난 소설이에요 다른분들 의견처럼 누구대사인지 헷갈려서 몇번씩더 읽어보기도했고 이것도 저것도 아닌여주가 너무답답하고 진짜 별로였는데 그냥 남주하나만 보고 끝까지봤어요
1	재밌어요 남주 여주 모두 좋았어요
